Quarter,gsl,entities,sumlevel,program_label,program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size
31-Dec-18,ZIPCODE,90001,10,Housing Choice Vouchers,3,90001,90001,537,89,467,97,5,4,2.9,1342,519,1022,17939,6243,8,14,33,11,34,35,17,46,21,96,80,7,41,82,44,29,73,18,1,52,28,20,1,99,76,-1,0,1,1,21,0,22,0,66,149,99,84,19,43,38,22,35,99,56,NA,31080,NA,NA,NA,,NA,NA
31-Dec-18,ZIPCODE,90002,10,Housing Choice Vouchers,3,90002,90002,1060,88,902,97,5,4,2.9,2603,478,1002,17946,6219,10,12,32,12,33,34,21,44,21,95,80,6,46,83,47,29,86,19,1,52,30,18,1,98,79,0,1,2,1,17,1,18,0,100,140,99,88,19,40,41,22,33,99,61,NA,31080,NA,NA,NA,,NA,NA
31-Dec-18,ZIPCODE,90003,10,Housing Choice Vouchers,3,90003,90003,2618,88,2214,96,6,3,2.8,6143,473,995,17690,6375,10,13,32,14,32,32,20,47,21,95,80,4,45,81,46,32,81,20,2,56,26,16,1,98,83,0,0,2,1,12,0,14,0,66,146,100,75,19,41,40,25,34,99,53,NA,31080,NA,NA,NA,,NA,NA
31-Dec-18,ZIPCODE,90004,10,Housing Choice Vouchers,3,90004,90004,593,88,504,97,5,17,1.6,820,388,1000,14429,8869,13,10,46,13,18,20,17,62,19,97,87,3,15,55,16,61,81,48,5,27,30,38,2,79,28,1,7,21,2,40,1,43,0,36,117,93,31,74,20,6,7,22,90,10,NA,31080,NA,NA,NA,,NA,NA
31-Dec-18,ZIPCODE,90005,10,Housing Choice Vouchers,3,90005,90005,287,88,243,97,6,5,1.7,411,384,996,14763,8728,8,10,50,12,21,19,11,70,20,98,86,2,15,52,16,64,85,48,1,29,27,43,6,82,37,0,18,18,1,26,-1,27,1,24,118,99,25,74,16,11,7,31,95,3,NA,31080,NA,NA,NA,,NA,NA
31-Dec-18,ZIPCODE,90006,10,Housing Choice Vouchers,3,90006,90006,427,88,361,97,5,5,1.8,637,387,996,15035,8521,11,11,46,11,22,26,12,59,20,97,83,4,19,58,18,38,82,37,2,32,22,44,4,89,35,0,19,11,1,34,0,35,0,7,115,100,37,53,40,7,17,28,97,10,NA,31080,NA,NA,NA,,NA,NA
31-Dec-18,ZIPCODE,90007,10,Housing Choice Vouchers,3,90007,90007,449,88,380,97,6,4,1.8,687,436,996,16788,9286,8,6,47,12,27,27,8,62,22,95,79,2,21,72,20,30,79,35,1,31,19,50,10,97,62,1,11,3,1,22,-1,23,0,19,157,100,51,52,32,16,17,40,91,26,NA,31080,NA,NA,NA,,NA,NA
31-Dec-18,ZIPCODE,90008,10,Housing Choice Vouchers,3,90008,90008,2502,88,2119,97,6,3,1.6,3317,374,997,14936,9542,12,10,45,11,22,22,14,63,20,95,83,1,19,65,18,41,81,39,1,31,30,38,2,97,92,0,0,3,1,3,0,4,0,65,154,100,52,57,37,6,18,29,99,12,NA,31080,NA,NA,NA,,NA,NA
31-Dec-18,ZIPCODE,90010,10,Housing Choice Vouchers,3,90010,90010,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,31080,NA,NA,NA,,NA,NA
31-Dec-18,ZIPCODE,90011,10,Housing Choice Vouchers,3,90011,90011,1266,88,1070,96,6,5,2.8,3020,505,995,18597,6589,10,14,31,10,36,34,21,44,22,94,77,7,40,76,41,28,80,19,2,51,27,20,1,97,64,0,0,3,1,30,0,32,0,79,143,100,74,24,39,37,21,37,99,47,NA,31080,NA,NA,NA,,NA,NA
31-Dec-18,ZIPCODE,90012,10,Housing Choice Vouchers,3,90012,90012,309,88,261,97,6,2,1.6,413,422,996,15726,9938,3,4,55,19,19,18,3,78,21,97,85,3,5,59,7,39,89,58,-1,13,16,71,26,90,17,0,53,10,0,18,2,20,0,86,146,99,35,57,34,9,16,34,91,6,NA,31080,NA,NA,NA,,NA,NA
31-Dec-18,ZIPCODE,90013,10,Housing Choice Vouchers,3,90013,90013,1043,88,881,96,5,17,1.0,893,220,995,9782,9650,35,4,52,4,5,6,33,58,14,99,95,0,1,35,0,78,79,77,0,36,42,22,1,82,60,1,3,18,1,17,1,19,0,9,45,99,5,100,-1,0,-1,45,69,1,NA,31080,NA,NA,NA,,NA,NA
31-Dec-18,ZIPCODE,90014,10,Housing Choice Vouchers,3,90014,90014,782,88,661,96,5,12,1.0,669,238,995,9813,9696,24,9,56,8,4,13,21,64,14,100,97,-1,0,36,0,50,75,61,1,20,31,48,0,83,46,1,4,17,1,30,1,32,0,6,62,100,6,100,0,-1,-1,44,69,2,NA,31080,NA,NA,NA,,NA,NA
31-Dec-18,ZIPCODE,90015,10,Housing Choice Vouchers,3,90015,90015,175,88,148,97,4,11,1.4,201,315,995,12305,9060,20,6,50,11,13,12,21,66,17,98,91,1,7,40,7,74,91,62,1,38,30,31,1,88,51,1,5,12,1,28,1,30,0,12,88,100,25,80,11,8,5,38,91,4,NA,31080,NA,NA,NA,,NA,NA
31-Dec-18,ZIPCODE,90016,10,Housing Choice Vouchers,3,90016,90016,1529,88,1302,97,6,3,1.7,2256,434,1002,16316,9416,10,9,43,12,26,28,11,60,22,94,79,2,21,72,20,38,78,35,0,34,30,35,3,96,81,0,2,4,1,11,0,13,0,56,167,100,58,44,47,9,21,25,96,33,NA,31080,NA,NA,NA,,NA,NA
31-Dec-18,ZIPCODE,90017,10,Housing Choice Vouchers,3,90017,90017,266,88,225,97,6,8,1.7,373,368,996,14057,8480,9,8,56,13,15,15,10,75,19,98,90,4,12,56,14,40,87,49,1,17,21,60,11,90,28,-1,24,10,0,37,0,38,0,44,124,100,31,76,9,16,5,46,94,1,NA,31080,NA,NA,NA,,NA,NA
31-Dec-18,ZIPCODE,90018,10,Housing Choice Vouchers,3,90018,90018,1790,88,1514,97,6,3,1.7,2606,407,996,15981,9285,9,9,44,14,24,24,11,64,21,95,81,2,19,67,19,39,83,38,1,30,29,40,4,96,73,0,8,4,1,13,0,14,0,49,151,87,59,55,34,11,17,29,95,31,NA,31080,NA,NA,NA,,NA,NA
31-Dec-18,ZIPCODE,90019,10,Housing Choice Vouchers,3,90019,90019,1321,88,1118,97,6,2,1.7,1874,423,996,16422,9797,9,8,47,12,24,24,9,65,22,93,81,2,16,68,16,41,81,40,1,31,27,41,4,92,70,0,5,8,1,16,0,17,0,26,156,100,46,56,35,9,15,21,90,22,NA,31080,NA,NA,NA,,NA,NA
31-Dec-18,ZIPCODE,90020,10,Housing Choice Vouchers,3,90020,90020,154,88,130,97,6,3,1.4,183,366,997,14492,10295,14,5,50,10,21,19,11,69,20,95,81,3,7,48,8,51,79,49,-1,23,30,47,3,79,42,-1,13,21,1,23,-1,24,0,60,141,99,30,82,13,5,7,21,92,1,NA,31080,NA,NA,NA,,NA,NA
