Quarter,gsl,entities,sumlevel,program_label,program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size
31-Dec-19,ZIPCODE,90001,10,Housing Choice Vouchers,3,90001,90001,615,89,530,97,5,14,2.8,1498,488,1120,17808,6301,10,13,32,12,33,32,22,45,19,96,82,6,40,79,42,29,71,18,3,52,27,18,1,99,75,-1,0,1,2,21,1,23,1,35,135,99,88,26,39,35,20,30,99,55,NA,31080,NA,NA,NA,,NA,NA
31-Dec-19,ZIPCODE,90002,10,Housing Choice Vouchers,3,90002,90002,1092,87,913,96,5,7,2.9,2636,514,1094,18917,6552,9,12,33,11,35,35,20,44,20,96,80,6,44,83,46,28,86,19,1,51,29,19,1,98,78,0,1,2,1,18,1,19,0,31,143,99,93,19,39,42,23,31,99,61,NA,31080,NA,NA,NA,,NA,NA
31-Dec-19,ZIPCODE,90003,10,Housing Choice Vouchers,3,90003,90003,2636,87,2183,96,5,5,2.8,6117,507,1086,18664,6661,10,10,34,13,33,31,21,47,20,95,82,4,45,82,46,31,83,20,1,55,26,18,1,98,82,0,0,2,1,13,0,15,0,26,152,100,80,20,41,40,25,32,99,52,NA,31080,NA,NA,NA,,NA,NA
31-Dec-19,ZIPCODE,90004,10,Housing Choice Vouchers,3,90004,90004,595,87,496,96,5,5,1.6,776,388,1092,14346,9169,13,8,50,11,18,17,17,66,18,98,89,2,14,54,15,65,81,52,3,26,29,43,2,79,29,1,8,21,2,39,0,42,0,14,123,92,33,75,19,6,7,21,90,11,NA,31080,NA,NA,NA,,NA,NA
31-Dec-19,ZIPCODE,90005,10,Housing Choice Vouchers,3,90005,90005,280,87,232,96,5,6,1.7,389,425,1087,16615,9909,7,6,52,12,23,19,11,70,21,95,85,2,14,52,16,62,85,48,0,30,25,45,6,82,35,0,19,18,1,26,-1,27,1,12,121,98,27,75,16,10,7,29,95,3,NA,31080,NA,NA,NA,,NA,NA
31-Dec-19,ZIPCODE,90006,10,Housing Choice Vouchers,3,90006,90006,426,87,353,96,5,5,1.8,635,418,1087,16137,8971,8,11,43,14,24,29,11,59,20,96,85,4,19,58,19,40,79,37,1,31,22,46,5,90,36,0,20,10,1,33,0,34,0,33,122,99,41,51,41,8,18,28,97,10,NA,31080,NA,NA,NA,,NA,NA
31-Dec-19,ZIPCODE,90007,10,Housing Choice Vouchers,3,90007,90007,432,87,358,96,6,6,1.8,639,459,1086,17876,10015,8,5,47,12,29,27,9,62,22,95,79,2,19,70,18,30,75,34,1,31,20,49,9,94,60,1,11,6,1,22,-1,23,0,23,160,100,53,55,29,16,15,38,91,25,NA,31080,NA,NA,NA,,NA,NA
31-Dec-19,ZIPCODE,90008,10,Housing Choice Vouchers,3,90008,90008,2486,87,2062,96,5,3,1.6,3268,397,1088,15840,9995,10,9,46,11,24,22,13,64,20,95,83,1,19,67,19,42,81,40,1,31,29,40,3,97,92,0,0,3,1,4,0,5,0,34,162,100,56,56,37,6,18,28,99,13,NA,31080,NA,NA,NA,,NA,NA
31-Dec-19,ZIPCODE,90010,10,Housing Choice Vouchers,3,90010,90010,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,31080,NA,NA,NA,,NA,NA
31-Dec-19,ZIPCODE,90011,10,Housing Choice Vouchers,3,90011,90011,1261,86,1044,96,5,3,2.8,2923,544,1086,19893,7105,9,11,31,11,38,34,20,44,22,94,77,7,39,76,41,28,83,19,2,51,27,21,1,97,64,0,0,3,1,31,1,32,0,19,149,100,79,25,40,35,20,34,99,47,NA,31080,NA,NA,NA,,NA,NA
31-Dec-19,ZIPCODE,90012,10,Housing Choice Vouchers,3,90012,90012,326,87,270,96,6,5,1.6,443,454,1086,16194,9870,4,4,54,16,22,21,4,74,20,97,87,4,9,61,10,35,89,54,0,16,14,69,24,88,19,0,49,12,0,18,1,20,0,22,149,99,38,53,37,10,16,32,92,6,NA,31080,NA,NA,NA,,NA,NA
31-Dec-19,ZIPCODE,90013,10,Housing Choice Vouchers,3,90013,90013,1079,86,893,96,4,13,1.0,904,225,1086,9331,9217,34,4,53,5,5,7,32,59,13,100,96,-1,1,35,0,78,82,78,0,33,41,26,1,82,59,1,2,18,1,18,1,20,0,19,53,99,5,100,0,-1,-1,48,70,1,NA,31080,NA,NA,NA,,NA,NA
31-Dec-19,ZIPCODE,90014,10,Housing Choice Vouchers,3,90014,90014,805,86,666,96,3,13,1.0,672,252,1085,10438,10345,23,6,60,6,6,11,21,66,14,99,96,-1,0,37,0,51,75,63,2,18,30,50,1,83,45,1,4,17,1,31,2,33,0,2,66,100,5,100,0,-1,-1,42,69,2,NA,31080,NA,NA,NA,,NA,NA
31-Dec-19,ZIPCODE,90015,10,Housing Choice Vouchers,3,90015,90015,170,86,141,96,3,13,1.4,191,296,1085,11481,8476,20,5,53,12,9,11,23,65,15,100,95,2,6,40,7,77,89,64,1,37,30,33,1,87,50,1,6,13,1,28,-1,29,0,15,88,100,26,80,12,8,4,38,91,3,NA,31080,NA,NA,NA,,NA,NA
31-Dec-19,ZIPCODE,90016,10,Housing Choice Vouchers,3,90016,90016,1503,87,1255,96,5,3,1.7,2170,449,1093,16978,9819,8,9,45,11,27,25,11,62,21,94,80,2,21,72,21,39,75,35,1,32,30,38,3,96,80,0,2,4,1,12,0,13,0,26,173,100,62,44,47,9,21,23,96,35,NA,31080,NA,NA,NA,,NA,NA
31-Dec-19,ZIPCODE,90017,10,Housing Choice Vouchers,3,90017,90017,289,87,239,96,5,7,1.6,381,419,1087,14919,9358,10,5,54,12,19,16,11,72,19,97,88,3,11,57,14,41,84,49,2,17,20,61,11,90,29,-1,25,10,0,35,1,36,0,32,124,99,34,78,8,13,4,45,94,1,NA,31080,NA,NA,NA,,NA,NA
