Quarter,gsl,entities,sumlevel,program_label,program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size
31-Dec-21,ZIPCODE,90001,10,Housing Choice Vouchers,3,90001,90001,705,87,598,97,6,13,2.5,1510,513,1212,18871,7473,12,12,34,10,33,24,24,50,18,95,84,5,33,75,35,34,78,23,3,50,27,19,1,97,73,1,1,3,2,20,1,23,1,10,135,97,107,35,34,31,19,27,99,55,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90002,10,Housing Choice Vouchers,3,90002,90002,1293,86,1057,95,6,10,3.0,3153,567,1183,21212,7111,6,10,32,12,40,31,19,48,20,96,81,7,46,83,48,24,83,17,1,53,26,19,2,98,70,0,1,2,1,25,0,27,0,30,130,99,115,17,41,41,20,35,99,54,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90003,10,Housing Choice Vouchers,3,90003,90003,2603,86,2112,95,6,3,2.7,5658,566,1177,20682,7720,7,9,34,12,38,26,18,54,20,96,82,4,42,80,43,32,82,22,2,51,27,21,1,98,82,0,1,2,1,13,0,15,0,31,165,100,110,22,38,39,26,31,99,50,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90004,10,Housing Choice Vouchers,3,90004,90004,690,86,563,95,7,6,1.5,831,379,1182,14308,9694,15,6,50,12,17,13,18,67,16,99,90,2,12,51,12,70,81,56,1,28,28,44,2,76,33,1,7,24,1,34,1,36,0,16,120,93,41,79,16,5,7,21,90,11,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90005,10,Housing Choice Vouchers,3,90005,90005,287,86,233,95,7,4,1.7,402,437,1178,16913,9803,9,8,52,8,24,15,12,73,19,94,87,3,14,54,15,55,84,45,-1,30,21,49,6,86,36,0,20,14,2,28,-1,30,1,4,137,99,41,73,17,10,9,27,95,4,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90006,10,Housing Choice Vouchers,3,90006,90006,441,86,358,95,6,3,1.7,621,436,1178,17085,9849,7,10,44,12,27,19,10,68,19,96,86,3,18,60,18,37,80,38,1,30,21,48,5,90,35,0,18,10,1,34,1,36,0,34,132,100,60,55,37,8,18,26,97,10,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90007,10,Housing Choice Vouchers,3,90007,90007,420,86,341,95,6,2,1.8,604,471,1178,18350,10360,7,5,44,13,31,24,9,64,20,96,82,2,19,69,19,31,67,32,1,30,21,48,9,95,61,1,10,5,0,23,-1,24,0,37,174,100,78,55,29,16,16,36,91,25,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90008,10,Housing Choice Vouchers,3,90008,90008,2479,86,2014,95,6,3,1.5,3114,423,1179,16816,10876,7,10,47,10,27,18,10,69,19,97,86,1,17,68,16,41,80,42,1,28,28,43,3,97,91,0,0,3,1,4,0,5,0,34,176,100,81,59,35,6,17,25,99,12,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90010,10,Housing Choice Vouchers,3,90010,90010,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90011,10,Housing Choice Vouchers,3,90011,90011,1283,86,1041,95,6,6,2.7,2826,560,1177,20542,7567,7,11,33,9,39,29,19,51,20,96,82,5,38,74,39,33,79,22,2,50,25,23,1,97,64,0,0,3,1,30,1,32,0,35,156,100,105,30,35,35,19,31,99,45,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90012,10,Housing Choice Vouchers,3,90012,90012,335,86,272,95,6,4,1.7,464,518,1178,17834,10454,2,8,49,17,24,19,6,73,19,97,88,3,11,63,12,36,85,48,1,18,16,65,18,89,23,0,45,11,-1,20,1,21,0,53,156,99,59,53,37,10,15,30,92,4,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90013,10,Housing Choice Vouchers,3,90013,90013,1057,86,857,95,7,12,1.0,868,243,1177,10064,9937,31,3,55,5,6,6,29,63,12,99,96,-1,1,34,0,77,85,78,0,32,37,31,0,81,58,1,3,19,1,18,1,20,0,9,66,99,6,100,0,-1,-1,48,70,1,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90014,10,Housing Choice Vouchers,3,90014,90014,685,86,555,95,5,20,1.0,556,254,1177,10510,10491,24,6,57,6,6,9,21,68,13,99,97,-1,0,39,0,59,77,68,1,20,30,49,0,84,43,1,5,16,1,34,1,35,0,1,71,100,6,100,-1,-1,-1,41,69,2,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90015,10,Housing Choice Vouchers,3,90015,90015,175,86,142,95,3,8,1.4,198,355,1177,13556,9722,16,6,52,14,12,13,20,64,15,97,92,2,7,42,8,74,92,63,-1,33,30,37,2,87,50,-1,6,13,1,30,-1,31,0,22,108,100,35,78,13,8,5,33,91,4,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90016,10,Housing Choice Vouchers,3,90016,90016,1479,86,1210,95,6,2,1.7,2074,465,1184,18392,10730,7,8,43,12,29,22,10,65,20,96,82,1,20,72,20,38,73,35,1,31,28,41,3,95,79,0,2,5,1,12,1,14,0,30,186,100,85,44,47,9,21,19,96,33,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90017,10,Housing Choice Vouchers,3,90017,90017,346,86,281,95,6,13,1.5,418,402,1178,15406,10357,10,6,55,11,19,11,12,75,17,98,89,3,9,54,11,59,84,55,1,20,21,58,11,86,31,1,19,14,0,33,2,35,0,18,118,100,47,83,7,10,3,41,93,2,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90018,10,Housing Choice Vouchers,3,90018,90018,1750,86,1421,95,6,2,1.7,2369,443,1178,17506,10500,7,9,45,13,27,21,8,69,19,96,85,2,17,67,17,38,80,41,0,27,25,47,5,96,73,0,10,4,1,12,0,14,0,29,170,86,88,56,33,11,18,23,95,31,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90019,10,Housing Choice Vouchers,3,90019,90019,1250,86,1015,95,6,4,1.6,1600,447,1178,17540,11127,8,8,46,11,27,19,9,70,19,95,85,2,13,67,13,40,79,42,0,28,26,46,3,92,68,0,6,8,2,16,0,18,0,27,179,100,71,58,34,8,15,19,91,21,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90020,10,Housing Choice Vouchers,3,90020,90020,165,86,134,95,6,7,1.4,189,425,1178,17068,12101,9,6,45,13,27,21,5,72,20,98,85,3,8,46,7,41,71,43,-1,26,22,51,5,83,41,-1,16,17,-1,26,-1,26,0,19,153,99,53,82,15,3,7,17,92,2,NA,31080,NA,NA,NA,,NA,NA
