Quarter,gsl,entities,sumlevel,program_label,program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size
31-Dec-17,ZIPCODE,90001,10,Housing Choice Vouchers,3,90001,90001,546,92,488,97,5,5,2.9,1419,496,976,17026,5855,11,13,32,12,31,33,20,45,21,94,78,7,43,83,47,28,79,18,1,54,27,18,1,98,76,-1,0,2,1,21,-1,22,0,93,141,99,83,19,43,38,21,36,99,55,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90002,10,Housing Choice Vouchers,3,90002,90002,1094,91,949,95,5,5,2.9,2763,466,954,16455,5652,10,14,34,14,29,31,22,46,20,95,81,7,48,83,49,30,88,18,1,53,30,15,1,98,79,0,1,2,1,17,1,18,0,61,132,99,82,18,40,43,22,35,99,62,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90003,10,Housing Choice Vouchers,3,90003,90003,2665,91,2291,95,5,5,2.7,6182,472,947,16914,6268,11,13,33,13,29,32,21,46,21,95,79,4,44,81,45,32,80,20,2,57,26,15,1,97,84,0,0,3,1,11,0,13,0,86,139,100,71,20,41,40,26,36,99,51,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90004,10,Housing Choice Vouchers,3,90004,90004,505,91,438,95,5,3,1.6,689,416,953,14964,9513,11,9,49,13,19,22,12,65,21,95,85,2,12,57,12,56,81,48,2,24,31,43,3,76,27,0,8,24,2,39,0,41,0,71,131,91,33,71,21,8,8,24,90,10,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90005,10,Housing Choice Vouchers,3,90005,90005,277,91,238,95,5,5,1.7,398,345,948,13506,8077,10,8,54,12,15,16,11,71,20,97,88,2,16,54,17,58,86,47,0,30,26,44,7,81,34,0,21,19,0,26,-1,26,1,29,114,98,24,73,16,11,8,31,95,2,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90006,10,Housing Choice Vouchers,3,90006,90006,443,91,381,95,4,4,1.8,694,380,947,14804,8127,11,11,45,12,22,27,14,57,21,96,82,4,19,59,19,41,82,37,2,34,21,43,4,89,36,0,18,11,1,32,1,34,0,35,105,100,36,53,39,8,16,30,97,9,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90007,10,Housing Choice Vouchers,3,90007,90007,456,91,392,95,5,2,1.9,731,430,947,16304,8743,7,7,47,13,27,29,9,61,23,96,77,2,22,73,22,31,81,35,1,29,22,48,11,97,63,1,11,3,1,21,-1,22,0,101,154,100,50,52,31,17,16,42,91,24,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90008,10,Housing Choice Vouchers,3,90008,90008,2532,91,2182,95,5,4,1.6,3387,366,949,14414,9286,13,11,45,10,21,21,15,63,21,95,81,1,20,65,19,43,79,39,1,33,32,35,2,97,93,0,0,3,1,3,0,4,0,57,146,100,50,57,37,6,18,28,99,12,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90010,10,Housing Choice Vouchers,3,90010,90010,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90011,10,Housing Choice Vouchers,3,90011,90011,1259,91,1082,95,5,4,2.7,2971,491,947,17471,6363,10,12,34,13,32,33,20,46,22,95,77,7,39,75,41,30,81,20,1,51,28,20,1,97,65,0,1,3,1,30,0,31,0,106,139,100,69,24,39,37,24,41,99,47,NA,31080,NA,NA,NA,,NA,NA
